id,revenue
3100,1030623.9098839408
3101,4655947.495359568
3102,2585627.3217005963
3103,722920.4838282926
3104,86737.51432024295
3105,59850608.788625754
3106,59975392.22908198
3107,13386582.774901524
3108,5661193.828868945
3109,1312418.2041521294
3110,559661311.6496828
3111,9529328.102459323
3112,418647.4411223628
3113,6273080.8497484755
3114,14120514.941521296
3115,134485.68265262237
3116,6585929.176723665
3117,460759.79482471873
3118,587268.6534099065
3119,410353941.24470025
3120,51905700.07270432
3121,274829.10190082795
3122,14546785.548821205
3123,229032.5050528319
3124,1181791.9521034164
3125,1057121.3490783898
3126,27879916.75317467
3127,822839.6108122076
3128,11881682.962261545
3129,901343641.8395865
3130,12906002.822704945
3131,646806.6271457104
3132,5786496.713363359
3133,529398.5635475474
3134,2199120.396767136
3135,692984.7688090376
3136,11228740.489043798
3137,27878472.121618465
3138,1065391.4013752048
3139,34114049.81852606
3140,256455346.38400397
3141,16285902.36649586
3142,112979.70415669432
3143,84938917.10057631
3144,6847350.49040116
3145,901941.6662808779
3146,11379068.079963202
3147,8113748.8313505445
3148,509784.17602639954
3149,13711176.341261014
3150,50290636.08861264
3151,8704710.110944891
3152,7579251.922555097
3153,606772.765288239
3154,7119454.533841345
3155,11757027.075832283
3156,6654387.375256572
3157,12941121.09441495
3158,284213596.85828614
3159,2189689.0830763318
3160,14336684.321457272
3161,349307.2471435173
3162,573826.0013673804
3163,32822338.24277061
3164,8023249.737828547
3165,511578.94938900956
3166,518479.5381005642
3167,41149811.40333624
3168,715838.4273513897
3169,14566967.419637319
3170,11409674.536494935
3171,4561603.827100325
3172,17786656.236464504
3173,2481772.2017211993
3174,346668.1075092624
3175,481101.53474290465
3176,12991729.490886915
3177,47576819.89774454
3178,5336457.832666809
3179,12253505.174368853
3180,1026022.8673411983
3181,3940803.7886839216
3182,103536276.3490026
3183,7650838.765054775
3184,40237605.365635574
3185,46106065.62204233
3186,29431247.59970964
3187,857396.3688170946
3188,13203506.27567567
3189,25557503.959243797
3190,75732170.2703329
3191,7622568.960674142
3192,575667.4700191207
3193,47860827.33594325
3194,18310527.43408765
3195,797310.5983321159
3196,983529.7830314026
3197,629055.1102385095
3198,82231548.03412443
3199,333257770.95143825
3200,16533229.785314169
3201,1674701.1275272414
3202,5129536.960300786
3203,1493075.0583557922
3204,736884.7699364227
3205,619938.921706027
3206,44649315.8927845
3207,16219681.874550799
3208,6681927.289693407
3209,5156480.473487113
3210,2574479753.0344405
3211,818423.7001244193
3212,39436273.42782114
3213,9604827.133425811
3214,3619301.2840036927
3215,4815531.441173326
3216,6236937.534834159
3217,635197640.982717
3218,537302.4897059716
3219,2184566.545216716
3220,70121875.91027477
3221,341756.3673479471
3222,593576.3070808969
3223,2206445.7718574055
3224,1273269.986998967
3225,1710602.9515225368
3226,7568928.714458555
3227,23746253.560399238
3228,67174525.83152322
3229,93173757.58779831
3230,6326048.742761324
3231,26469039.63505855
3232,17160294.34773174
3233,6495067.520111111
3234,4060641.311745484
3235,613005.9040687856
3236,3049866.7029187004
3237,10438234.789173326
3238,4886364.199730741
3239,557146.578514553
3240,143438240.12133804
3241,1376182.8331379404
3242,1238259.2589916324
3243,1451520.2341785848
3244,692591.328309683
3245,4780680.038393819
3246,20710623.75212658
3247,49559380.905194305
3248,24090086.32772533
3249,28750873.37791908
3250,681974335.4521213
3251,580713.7844956374
3252,22580248.72727797
3253,80753765.74144298
3254,63334.92237828546
3255,2725038.423712562
3256,15376706.6325462
3257,4925697.561822066
3258,4062219.6004640125
3259,18258521.32065181
3260,3966745.9052806036
3261,242062322.60061374
3262,6183370.796869427
3263,594722.8359764101
3264,395473.7678487794
3265,644432.3597266432
3266,763869.1498334535
3267,64638363.76368526
3268,595662.7492175306
3269,10879593.549707484
3270,17792435.44481814
3271,552384.1715400659
3272,7293020.358432706
3273,6452680.4450902
3274,593933415.7200574
3275,1025880.5589745506
3276,710429.1862533403
3277,12103142.501310373
3278,57357916.857899606
3279,46546.09198699104
3280,487008652.8706356
3281,723460.7434133114
3282,223827.70758514092
3283,174206978.92254338
3284,23425658.78908314
3285,26010916.48185163
3286,356249.279091221
3287,896415.2143780831
3288,8277164.372657501
3289,37521411.45682935
3290,95057091.95456296
3291,19286885.672711954
3292,43790179.21401561
3293,37450304.353324726
3294,5586834.8242328605
3295,7086975.787013347
3296,91248.05632148795
3297,5829376.790572123
3298,46558270.31398339
3299,11464773.84909912
3300,36694902.8990554
3301,516589.8440824645
3302,915773.9588253516
3303,30716.92471498912
3304,10078826.693957036
3305,15016732.09993185
3306,3517497.3420493277
3307,2787458.8315001316
3308,18766702.437770665
3309,1442206.3214327334
3310,7084697.989106288
3311,598964.9950514928
3312,377326.5133269992
3313,8378814.305403724
3314,1867372.2277731486
3315,64107729.19626762
3316,15032052.29001382
3317,894304.3701569473
3318,300516.20920226997
3319,1353180.2154834417
3320,21333988.77471052
3321,8335857.231534592
3322,1235524.3900346518
3323,83814743.27562831
3324,8466627.929590441
3325,58405589.3269813
3326,55726447.154094875
3327,9611701.246904895
3328,14678782.245252835
3329,8625298.707530173
3330,40827799.45326121
3331,331927.03476852324
3332,69751848.71878515
3333,110730564.89323354
3334,4191318.408897987
3335,12352741.979441166
3336,7730316.699969734
3337,735641.8365575046
3338,16774044.814629473
3339,634085.118243754
3340,65962194.2659706
3341,175877.73036497398
3342,68161828.24690408
3343,39928755.58833076
3344,2497993.9921993637
3345,573610.094241814
3346,14618294.13077161
3347,582376.5100810119
3348,32813022.123640515
3349,24898422.176724646
3350,196740167.54421958
3351,12597792.905647371
3352,5466498.801950134
3353,32681715.319864437
3354,6536167.397526555
3355,862929.4503127664
3356,4183256.519953267
3357,605599.9510567422
3358,18317630.05976091
3359,7423740.183344546
3360,1922680.826175175
3361,43434785.264114425
3362,7735764.949442648
3363,3284954.002315542
3364,2132160.132285789
3365,2609383.455826724
3366,25536920.648066796
3367,31654078.929120954
3368,1156042.8804511768
3369,22088019.610205553
3370,71606670.59721738
3371,49137410.334056474
3372,153793.6819213813
3373,52269047.0089922
3374,1345417.9135246717
3375,45613878.30872536
3376,5531393.956296735
3377,891098.5782790245
3378,12746847.255709605
3379,234379971.03550917
3380,9813016.971273392
3381,956814.0913400237
3382,372117.7020108587
3383,778268.6468716299
3384,31140284.49951601
3385,37871411.681561835
3386,898321.9018493763
3387,5222014.136133479
3388,98663046.57948981
3389,1783538485.3261933
3390,1815607.4908873597
3391,9454372.281315837
3392,3361013.3861348764
3393,10135340.790410552
3394,57709128.010048136
3395,68639406.85657096
3396,1416555.499185136
3397,4079775.1041080016
3398,125731625.58755267
3399,57838945.97338241
3400,8813292.682759669
3401,2584695.373956381
3402,669839.2914924525
3403,155795432941616.62
3404,1071370.0220672104
3405,8776798.233957998
3406,42305111.39087007
3407,141263182.8536653
3408,23441771.507232096
3409,6875391.9886016315
3410,6333144.840839742
3411,24700123.859341945
3412,10486584.968630666
3413,31179523.892268404
3414,885301.6516484232
3415,34675828.32879859
3416,11596.241192867297
3417,21979752.019495565
3418,88843401.70127624
3419,196504555.93914735
3420,7529942.822161314
3421,5971066.822034231
3422,947131.7825607246
3423,1439673831.3325012
3424,386208.5632545259
3425,5642194.633985618
3426,11570782.067623386
3427,15081044.973129045
3428,183511.6648619369
3429,46289009.80525751
3430,648985147.5459436
3431,884688.6967264441
3432,8690251.653963536
3433,7464345.595114023
3434,9432683.81569254
3435,132174778.28189656
3436,36140387.10895147
3437,1535547.863171328
3438,15058801.3598375
3439,28899332.56818593
3440,11568438.05988526
3441,40602649.692387685
3442,899492.7307109649
3443,5142231.849397164
3444,487320.5430106656
3445,27739875.153006885
3446,321372.50812603504
3447,1388621.4630365307
3448,12333723.081152113
3449,1533173.7028810973
3450,62300495.468950786
3451,49580292.94765325
3452,13873983.945371017
3453,10802971.545257984
3454,14259167.754091494
3455,10437956.261716545
3456,57888076.243687056
3457,333124.26843906456
3458,29859478.827213902
3459,1562298737.7264903
3460,12098033.442600064
3461,1460371.3396838317
3462,5452090.463972414
3463,21936909.20258685
3464,3705404.090846956
3465,30377765.015253477
3466,22604520.74550787
3467,1376064.5766144258
3468,52636916.74671039
3469,497960.46517606155
3470,1057376.9032841027
3471,52649270.05727814
3472,941106.1320275596
3473,8946405.705606744
3474,23051409.484766003
3475,232542654.84208417
3476,928178.1921820112
3477,6277801.385274709
3478,1103810.74320676
3479,55963559.54192538
3480,7666324.995897649
3481,7064087.264032112
3482,5644594.452219971
3483,924206.4744696729
3484,86689.86786200026
3485,15095975.75926595
3486,40928168.74500715
3487,12411961.68635554
3488,14804.353328124425
3489,480884.9942512432
3490,20658806.549961686
3491,26871158.453469627
3492,3920080.3881138545
3493,16710668.921304198
3494,393777.20230780856
3495,31925391.002160862
3496,1318929.0654280903
3497,57755307.85024019
3498,40439818.99812564
3499,15786969.809913022
3500,578130.1493404476
3501,83943195.33942513
3502,30319862.135325264
3503,11117301.430518724
3504,17961622.331833113
3505,240758.3408374644
3506,62756304.474930294
3507,227454748.40667862
3508,1770553.526467419
3509,1173206.8385214377
3510,12170915.73086109
3511,24217865.72118766
3512,91832953.60152699
3513,1651226.2112485182
3514,1336207.1832850173
3515,9588429.00714486
3516,2693797.7481763023
3517,1264560433.2977164
3518,26092428.815357123
3519,686948.9582280405
3520,1293664.6350563816
3521,589597.3672911497
3522,20491991.15396341
3523,3082414.486435152
3524,78907315.05822426
3525,40806428.87469553
3526,15367875.756801847
3527,1992909.1464526674
3528,13504328.083094511
3529,1070747939.6158428
3530,39559869.01946719
3531,64390423.07900172
3532,79439553.0750349
3533,10605328.31809646
3534,230301759.02242863
3535,457859583.9725338
3536,6524024.032406271
3537,35177593.005179554
3538,111435582.04379798
3539,11069004.164841166
3540,11910727.400987858
3541,22643813.03392561
3542,15066455.283403736
3543,278095.75093626016
3544,11712693.668156743
3545,706740.365208592
3546,800816.6061108104
3547,67564596.32332249
3548,654528969.6415892
3549,8380808.012101972
3550,229744027.04027882
3551,69046587.28619705
3552,17911594.426161762
3553,9632179.184891688
3554,64718508.21933165
3555,43203782.01909094
3556,19210335.123919476
3557,11259137.197952574
3558,43749481.69040094
3559,15573696.814522872
3560,563721.5033460238
3561,12102597.783897318
3562,4430835.995536247
3563,12319181.210370082
3564,388776.00038864376
3565,4261086.31489889
3566,1663353.1147043374
3567,8587066.245055994
3568,7652663.993270145
3569,91870203.75515097
3570,717254.7292561057
3571,10587426.660303146
3572,126310834.10680369
3573,1434917.429754612
3574,10516865.676417014
3575,9269053.144045044
3576,20743769.01030503
3577,909538.998261185
3578,104419396.71854152
3579,30047983.96423324
3580,4773156.519150337
3581,21881404.558735162
3582,25411288.078783065
3583,3494972.76922489
3584,9413958.192385942
3585,13233496.052218314
3586,13819773.025433324
3587,359383.4782762979
3588,5754160.033908959
3589,19866623.335983537
3590,2741484.4346301164
3591,485153970.30859464
3592,1131805.152423076
3593,290879.3285839857
3594,1697828.8554209392
3595,8988647.132405913
3596,13336668.187877877
3597,2522605.6385682942
3598,26895551.247307543
3599,9507274.68991087
3600,4080956.5640031258
3601,597999.4156673597
3602,2017458.1887178745
3603,10903501.16146569
3604,1790758.7186199464
3605,17226484.403452847
3606,571975.6060665214
3607,30756773.097967755
3608,49123237.96219322
3609,813637.4729596397
3610,37838111.93550873
3611,911742.1388200399
3612,1202068.9072655293
3613,1364100.791354964
3614,24944444.22170527
3615,40796984.28442906
3616,1606761.864909229
3617,11240204.48806106
3618,16951557.883772377
3619,657632.1802358315
3620,47864379.49935075
3621,549222704.7199017
3622,132591572.61426668
3623,69790595.74141636
3624,666054.749642198
3625,759114.1199503085
3626,24562818.46094731
3627,20007086.758548923
3628,465123326.8417598
3629,7044988.722948766
3630,358821.80925694254
3631,108305320.00827159
3632,3367407.9744561515
3633,28451000.192564674
3634,590216.5548811227
3635,3095625.0084933448
3636,28109577.858158134
3637,3031391.6675982396
3638,17842165.51069671
3639,28691169.97599807
3640,581747713.8920565
3641,519931.73766621266
3642,651821.2644034508
3643,4711844.785372162
3644,3465553.10720928
3645,7077668.615622808
3646,29307690.698526893
3647,21896729.141464867
3648,5277607.808915644
3649,525188.2956546093
3650,88963202.1498851
3651,2734082527.8208895
3652,1614759.4118080288
3653,310911042.93089616
3654,1464632.2487297775
3655,13068555.109898077
3656,1616983.8039256064
3657,652385.1189148563
3658,954875.5791524124
3659,53987987.90662165
3660,207821060.66687766
3661,12854219.690429412
3662,13575359.175656183
3663,419046859.79675514
3664,1013218.8845353507
3665,599304.7537251081
3666,13318426.69296579
3667,60868972.371424206
3668,18342970.411762305
3669,4966138.723575631
3670,1120483.766474689
3671,2140672.9376014476
3672,1802639.583545512
3673,90870813.17765272
3674,15363798.924154956
3675,387361316.04662645
3676,30807729.81609918
3677,4156540.9993861043
3678,6957894.143153301
3679,27203069.954514842
3680,7678966.361131137
3681,8641680.663401905
3682,73587073.2641316
3683,710863.2277018749
3684,73627709.7627258
3685,42746731.63550253
3686,1016728.4579384992
3687,77360700.24701531
3688,556740.0214932224
3689,858536.558685269
3690,27738398.92733742
3691,5287009.793905193
3692,422828.1808629867
3693,79595470.258122
3694,24408384.02871695
3695,46370142.68345286
3696,63084354.47489046
3697,6739667.68732636
3698,17001420.288954355
3699,9122091.823192228
3700,224768.1237457613
3701,18897297.404246088
3702,1659215.232862151
3703,34784754.177080326
3704,214744714.28773183
3705,12143056.825199915
3706,30740279.883754503
3707,6614607.8388265995
3708,9125069.26576513
3709,356556420.99796164
3710,740923.9739267456
3711,1148635.2975869086
3712,14623086.23176882
3713,52482992.11935701
3714,3027997.722605162
3715,3667992.9161381554
3716,6886904.636077308
3717,694931.3109227681
3718,1077456.427598465
3719,97470010.86113378
3720,1096727.8859423967
3721,4733970.5661559235
3722,8302122.629756
3723,621942.110206375
3724,8766149.351974597
3725,2406729.4284499087
3726,20697855.323407106
3727,41901087.89421969
3728,64595864.32000811
3729,35636350.972802386
3730,15496766.973647967
3731,55933876.328964256
3732,696325.0262371587
3733,282616826.00657195
3734,378827505.52318907
3735,10379113.864882858
3736,8599821.508840278
3737,2839478.627321831
3738,831502.7801428558
3739,7863796.141360114
3740,4548436.431430916
3741,10210359.336012285
3742,38880630.63897551
3743,10882593.706406707
3744,42607959.46390767
3745,39886772.370430164
3746,67736630.8862152
3747,2530211.6136722025
3748,5551713.383259264
3749,1203574.9472199653
3750,486625.6812630691
3751,5275908.344555518
3752,4201734.4786618175
3753,1001951.4958666776
3754,17533863.419493835
3755,28896853.008761387
3756,44392.79179575046
3757,350237884.8229081
3758,73314527.8559146
3759,8283925.296117581
3760,64469359.66262523
3761,7227114.814165905
3762,168962715.5780977
3763,18113861.631058037
3764,24464744.476203937
3765,1699873.7230550975
3766,4732644.981366987
3767,24725787.00764381
3768,7610594.035417234
3769,888486.2628959747
3770,541444.7099131332
3771,13463316.132705167
3772,2706963.1967205987
3773,9275354.171488302
3774,21237009.73011445
3775,38316036.02026242
3776,35426093.38977558
3777,5522125.824724257
3778,332931.2380492087
3779,4134136.0014268914
3780,625042.5368436839
3781,13740368.514089607
3782,1985193.6132644427
3783,13277330.411503403
3784,5926736.246859645
3785,498127760.0739234
3786,15390432.319439352
3787,77321520.82325721
3788,5646550100.696099
3789,615200.1707390638
3790,549739.1875690704
3791,10316753.346599856
3792,1064467.4599188764
3793,892714.2800139287
3794,11541275.50024779
3795,146974349.85240462
3796,4299864.042672714
3797,26991924.58133598
3798,12533403.212049564
3799,920757.6951636331
3800,6799775.864259789
3801,23016959.86522413
3802,667965.336924331
3803,10894073.23411913
3804,417386.7013467495
3805,342161.0002610725
3806,56735749.08108731
3807,419592.14560163446
3808,4822672.15916248
3809,20023697.514059134
3810,933373.6154987527
3811,2505994.6812139754
3812,3450251.4428729573
3813,872431.9927403956
3814,1176543.5037068706
3815,68136450.82565798
3816,31157095.733544476
3817,92506282506.08961
3818,16380858.169003466
3819,2199041.313187623
3820,33356212.662593246
3821,13537765.161929304
3822,9586577.453997878
3823,10583750.518579189
3824,6859684.637141507
3825,901328.9227936158
3826,18754723.45451977
3827,66967582.15947567
3828,6075202.754213608
3829,1.1191225368110975e+27
3830,37369991.93178187
3831,1086969.113213217
3832,102530656.98751497
3833,24551379.5179398
3834,1049078.9069715636
3835,18278084.167410046
3836,4425641.038835692
3837,15154531.385546673
3838,11368504.155877266
3839,664115.2781599942
3840,21083964.369160797
3841,36031860.10535218
3842,4160656.2048377558
3843,12037424.241504047
3844,903420.7001320948
3845,1518261.987622902
3846,2096326.6741190362
3847,425956.03926668066
3848,639445.4925987561
3849,51635794.92499904
3850,10753105.201513141
3851,20245543.378979236
3852,3306505.421145304
3853,22776330.288296532
3854,485919.3585561222
3855,567317.3194345967
3856,1718468.266332102
3857,458299268.99336374
3858,646146.7065355101
3859,1596396.056244047
3860,15185323.60404185
3861,24436646.421892513
3862,17623029.031281278
3863,44313777.56261192
3864,6227930.258050858
3865,60900110.351583414
3866,7369299.056653586
3867,16928620.303030226
3868,9661974.566850882
3869,27093565.22189609
3870,13445244.111238116
3871,1440447813.813728
3872,9978851.58721482
3873,19694050.486344498
3874,825986.2046227949
3875,12963104.698001824
3876,467693.9037666225
3877,75229846.33920313
3878,282751614.076199
3879,730700321.4829413
3880,14302359.035770426
3881,892510.7096202365
3882,1690620.0367864624
3883,3659862.779923118
3884,216343720.60490072
3885,14779318.431706646
3886,11611971.844523339
3887,361363.98171051656
3888,4823902.488935824
3889,10506850.664103167
3890,46802632.24424397
3891,11793474.504096158
3892,753184.544832958
3893,350414994.44801486
3894,32274645.823906884
3895,12171224.542113386
3896,12049484.341166617
3897,1026714.0997156295
3898,18799397.6584245
3899,1963265085.1839914
3900,912025.598973839
3901,98492.71079115878
3902,671930.132749845
3903,780147.9084666729
3904,16380704.623822505
3905,9358851.37578564
3906,66271413.72715898
3907,1235883.4683185748
3908,659416.7946763975
3909,2911278.6134834155
3910,676597.9278420951
3911,1287730.1503737771
3912,13480607.593743533
3913,35857772.499668494
3914,48318406.56912954
3915,349623938.8858679
3916,709313.824027991
3917,904049.8786861144
3918,7725281.207124605
3919,45577845.24624909
3920,23081957.196048398
3921,291010.9284194972
3922,11738427.222278936
3923,16908010.500601668
3924,38695338.26637884
3925,201088722.15091112
3926,450929.2164699316
3927,81432888.30940275
3928,73557689.89525436
3929,28539196.452833813
3930,507216.3402224504
3931,4080399.565823382
3932,1335909.8095963947
3933,9959636.305408359
3934,52796239.578083836
3935,1518979.7693826917
3936,621497.8137386619
3937,124627544.16177598
3938,7903993.9707458215
3939,22913411.234500635
3940,2830098.570119571
3941,22623073.553680878
3942,212109013.30871135
3943,1799109458.8247895
3944,4698636.0651038345
3945,13312202.82449387
3946,884797.3204129881
3947,22198944.780119363
3948,3042977.2677346473
3949,656668.6011384923
3950,522529.6270626519
3951,17907931.971780464
3952,19851931.13751689
3953,36607785.09366169
3954,973069516.5903386
3955,1388171.8019037403
3956,10748391.469042389
3957,1712237.7864562431
3958,2317682.586847584
3959,14193316.773513604
3960,1154794.2478162749
3961,13477392.795684641
3962,704553.5140400387
3963,17324357.406724304
3964,1245567641.6472816
3965,46459587.582045585
3966,8955007.816287875
3967,447107985.2476601
3968,19532696.900493804
3969,3322199.1078326767
3970,17602392.62361277
3971,7449877.207984922
3972,1061000.6201386063
3973,116955297.79689956
3974,236016.71499529667
3975,166445856.19534636
3976,32168672.579026826
3977,75164375.98707312
3978,113252907.9782874
3979,1666147.7389111891
3980,944013.5277738419
3981,2547432.328271786
3982,318775.0487924681
3983,8149369.860726758
3984,43119227.640853666
3985,573678.4184984397
3986,3913716334.639291
3987,13851612.4274089
3988,11210632.81303915
3989,39077590.46433519
3990,5868243.246974988
3991,839701.3634715978
3992,361314.8219767314
3993,17941883.5837087
3994,25964610.03607665
3995,14386436.507436581
3996,69852637.57477263
3997,11002811.734936101
3998,37090759.953125365
3999,2446571.3894896745
4000,12965879.278448561
4001,11726824.175040921
4002,69913024.69967908
4003,765396.8569206869
4004,13954036.124153225
4005,4145712.214744965
4006,22704159.77176325
4007,1071648.0921501382
4008,14665285.087676229
4009,7147676.499180556
4010,1075989.1889374303
4011,11000064.928034754
4012,96701575.36005114
4013,32333409.47733222
4014,634436.5031132365
4015,28824935.402892187
4016,12087122.858802
4017,6352199.506471933
4018,44614199.532252975
4019,552223817.453457
4020,1020212.5755778857
4021,20405509.37297454
4022,2448114.3828738136
4023,123435504.61691016
4024,5713425.952922359
4025,368475.52302240167
4026,41715435.903232515
4027,10825479.489359485
4028,4152857.6670327084
4029,486159.8472675984
4030,17249069.449538596
4031,33337176.073421743
4032,429655.3316520956
4033,290700.4870609801
4034,323226.6301875746
4035,33690196.699642114
4036,537801.0478111407
4037,1955733.0481647202
4038,7460360.466215501
4039,2476177.5498805377
4040,10198732.180099534
4041,650181.2225574057
4042,31126787.717017893
4043,5544278.0316543905
4044,13952916.097437697
4045,29653346.14525733
4046,8540555.61338541
4047,1093710075.1289103
4048,22149832.761923462
4049,2716474.0788413435
4050,550846.9650295225
4051,550130829.9956594
4052,7222211.667265866
4053,3775362.2041218104
4054,2711371.742095282
4055,9705522.77744643
4056,6510705.491402019
4057,721755.3155696309
4058,118903.50730417714
4059,6208471.337038523
4060,16361667.711531295
4061,239828955.42934674
4062,16841369.032131232
4063,10025140.16367498
4064,13460250766.674805
4065,115428952.53400324
4066,1471725.751923614
4067,16008976.580045326
4068,1599603.8070643113
4069,828694.9873457928
4070,18607065.506766386
4071,683179.5615675863
4072,1498788.1879906594
4073,14761931.397117782
4074,2148262.3632781254
4075,211511.7252940053
4076,28160184.646468263
4077,54503451.678561024
4078,7352243.644991916
4079,43110268.132669404
4080,990061.0839154025
4081,2440017.971721742
4082,114064523.47688459
4083,14986754.479555534
4084,850608.1769044991
4085,10863568.811284127
4086,61717034.63368413
4087,9253891.160790678
4088,29560760.979061104
4089,21895518.91237572
4090,4294428.785027115
4091,46438517.98469838
4092,15714864.906718856
4093,40030268.45204722
4094,762407.7769887774
4095,449708824.4332538
4096,3365013.1416090312
4097,11220390.66852861
4098,4001092.938037967
4099,11571183.71992721
4100,29288463.88516957
4101,27824900.569654383
4102,11002441.511601722
4103,6400508.49479694
4104,1457505.2599924775
4105,1020803.3513009074
4106,922947.2825996174
4107,639358.4157807269
4108,15754564.38547253
4109,705010.555586276
4110,26690848.690135296
4111,4638540.507272456
4112,8894095.872289319
4113,3027653.6303896857
4114,75925430.94554569
4115,7942166.825602149
4116,10337531.140191443
4117,2474438.8570935912
4118,17248424.081214007
4119,15491560.13049191
4120,1166565.5475634364
4121,4713461.560717004
4122,48236652.50388524
4123,1770637.096517161
4124,28455278.547104616
4125,26988663.466454472
4126,4897514.553435385
4127,1316088.306235258
4128,1476945.503474409
4129,716191.504764002
4130,1311123.8077459647
4131,117115523.80851431
4132,58712863.53500655
4133,11168566.71420025
4134,9250716.474398201
4135,14433053.579702202
4136,236904348.93739477
4137,9771473.68673648
4138,12768520.89292579
4139,33498547.606923632
4140,2446685.798876884
4141,10215930.195868246
4142,48882496.35135804
4143,13048912.690607555
4144,5712574.706374721
4145,8103146.751377565
4146,4836257.737754683
4147,456397.6807144403
4148,4789664.710017462
4149,7922615.8934076335
4150,595077.7563125157
4151,770919.9599590439
4152,14034445.602564817
4153,801232.9751879644
4154,3445209.65377256
4155,13094276.726130482
4156,3610359.4415609958
4157,5552603.012638759
4158,5386765.050054895
4159,53267655.18363362
4160,114954421.16130887
4161,6168957.252520366
4162,29291249.094909064
4163,28405277.25086641
4164,5308435.21484572
4165,2075717.9747833333
4166,546495.3016473909
4167,11481250.443276815
4168,8515106.582340686
4169,408197.5143269558
4170,986230.0859238716
4171,32152862.652501006
4172,26997110.12754274
4173,14958289.71317956
4174,6681640.520477112
4175,4581949.0280572735
4176,23872688.778131984
4177,603599.8917833188
4178,1560956748.3873177
4179,500765.90161366743
4180,62751323.110604614
4181,21885375.711205617
4182,6287572.177945082
4183,62405906.4584413
4184,2610908.2269635224
4185,8525172.36582603
4186,1532823.1731345702
4187,13057112.258486995
4188,16473247.323980246
4189,691955.6315734581
4190,402314.4514945208
4191,691385.3535454668
4192,2002113.8329170567
4193,505006629.9675987
4194,192043940.08334073
4195,1195499.103043023
4196,1865063.9957681461
4197,23025477.87141615
4198,4987661.822748928
4199,31747137.969127208
4200,14842312.020688193
4201,23123797.90670479
4202,25800435.8476082
4203,9937381.15142209
4204,23002696.16834638
4205,660370.3534111957
4206,39618289.33306915
4207,106900438.90216891
4208,1633292126.3243456
4209,88311778.51937386
4210,39026933.82345358
4211,17952788.38847665
4212,1468853129.0208275
4213,4166881.3538727122
4214,15127407.412212554
4215,484132.53766687535
4216,1938995.4489716457
4217,860265.9981499806
4218,20443159.74833303
4219,12098314.482931701
4220,9364670.601756893
4221,737657.4755383875
4222,1747057.9199664649
4223,16208089.156352907
4224,658628.8109354776
4225,21412481.350615717
4226,15886938.744921206
4227,95519870.60784067
4228,816996.1889979725
4229,53684235.573191464
4230,22043613.163289417
4231,11128481.8068281
4232,4442424.278488502
4233,25286363.046725806
4234,12741179.568490421
4235,2517952.227201183
4236,882144.2761989625
4237,14769205.962617759
4238,23522952.022034697
4239,66697323.54127989
4240,289730225.2627567
4241,493958240.2802752
4242,18911836.51559298
4243,1070617.2901432114
4244,31246400.05215033
4245,874007.3793477651
4246,471652.4276086681
4247,20151433.518504765
4248,5332942.117740667
4249,26204966.834706884
4250,12256310.86328676
4251,409328.1949505451
4252,37752845.540746436
4253,20034261.881283566
4254,26999889.39006623
4255,46083338.050950535
4256,135425219.34035215
4257,76974258.346897
4258,9001313.493397582
